street_number,route,locality-political,administrative_area_level_2-political,administrative_area_level_1-political,country-political,postal_code,address,longitude,latitude,neighborhood-political,postal_code_suffix,establishment-point_of_interest-transit_station,establishment-park-point_of_interest,premise,establishment-point_of_interest-subway_station-transit_station,airport-establishment-finance-moving_company-point_of_interest-storage,subpremise,bus_station-establishment-point_of_interest-transit_station,establishment-park-point_of_interest-tourist_attraction,establishment-natural_feature,airport-establishment-point_of_interest,political-sublocality-sublocality_level_1,administrative_area_level_3-political,post_box,establishment-light_rail_station-point_of_interest-transit_station,establishment-point_of_interest,aquarium-establishment-park-point_of_interest-tourist_attraction-zoo,campground-establishment-lodging-park-point_of_interest-rv_park-tourist_attraction,cemetery-establishment-park-point_of_interest
8539,Aquarius Drive,San Diego,San Diego County,California,United States,92126,"8539 Aquarius Dr, San Diego, CA 92126, USA",-117.14,32.93,Mira Mesa,1601,,,,,,,,,,,,,,,,,,
11685,Westview Parkway,San Diego,San Diego County,California,United States,92126,"11685 Westview Pkwy, San Diego, CA 92126, USA",-117.12,32.93,Mira Mesa,,,,,,,,,,,,,,,,,,,
8149,Torrell Way,San Diego,San Diego County,California,United States,92126,"8149 Torrell Way, San Diego, CA 92126, USA",-117.15,32.93,Mira Mesa,1128,,,,,,,,,,,,,,,,,,
9143,Reagan Road,San Diego,San Diego County,California,United States,92126,"9143 Reagan Rd, San Diego, CA 92126, USA",-117.15,32.92,Mira Mesa,2123,,,,,,,,,,,,,,,,,,
6594,Windward Ridge Way,San Diego,San Diego County,California,United States,92121,"6594 Windward Ridge Way, San Diego, CA 92121, USA",-117.18,32.92,Sorrento Valley,4139,,,,,,,,,,,,,,,,,,
2969,Racetrack View Drive,Del Mar,San Diego County,California,United States,92014,"2969 Racetrack View Dr, Del Mar, CA 92014, USA",-117.25,32.96,Del Mar Heights,2461,,,,,,,,,,,,,,,,,,
2104,El Amigo Road,Del Mar,San Diego County,California,United States,92014,"2104 El Amigo Rd, Del Mar, CA 92014, USA",-117.26,32.95,Del Mar Heights,3026,,,,,,,,,,,,,,,,,,
,Margaret Fleming Nature Trail,Del Mar,San Diego County,California,United States,92014,"Margaret Fleming Nature Trail, Del Mar, CA 92014, USA",-117.25,32.94,Del Mar Heights,,,,,,,,,,,,,,,,,,,
12760,High Bluff Drive,San Diego,San Diego County,California,United States,92130,"12760 High Bluff Dr, San Diego, CA 92130, USA",-117.24,32.95,Carmel Valley,,,,,,,,,,,,,,,,,,,
12255,El Camino Real,San Diego,San Diego County,California,United States,92130,"12255 El Camino Real, San Diego, CA 92130, USA",-117.24,32.94,Carmel Valley,,,,,,,,,,,,,,,,,,,
14486,Calle Nublado,San Diego,San Diego County,California,United States,92129,"14486 Calle Nublado, San Diego, CA 92129, USA",-117.13,32.98,Rancho Peñasquitos,3811,,,,,,,,,,,,,,,,,,
13874,Bruyere Court,San Diego,San Diego County,California,United States,92129,"13874 Bruyere Ct, San Diego, CA 92129, USA",-117.13,32.97,Rancho Peñasquitos,3126,,,,,,,,,,,,,,,,,,
12831,Silver Acacia Place,San Diego,San Diego County,California,United States,92130,"12831 Silver Acacia, San Diego, CA 92130, USA",-117.18,32.95,Carmel Valley,,,,,,,,,,,,,,,,,,,
13295,Bavarian Drive,San Diego,San Diego County,California,United States,92129,"13295 Bavarian Dr, San Diego, CA 92129, USA",-117.14,32.96,Rancho Peñasquitos,2373,,,,,,,,,,,,,,,,,,
13207,Sundance Avenue,San Diego,San Diego County,California,United States,92129,"13207 Sundance Ave, San Diego, CA 92129, USA",-117.13,32.96,Rancho Peñasquitos,2502,,,,,,,,,,,,,,,,,,
3310,Via De La Valle,Del Mar,San Diego County,California,United States,92014,"3310 Via De La Valle, Del Mar, CA 92014, USA",-117.24,32.98,North City,,,,,,,,,,,,,,,,,,,
13325,Hayford Way,San Diego,San Diego County,California,United States,92130,"13325 Hayford Way, San Diego, CA 92130, USA",-117.21,32.96,Carmel Valley,1358,,,,,,,,,,,,,,,,,,
4445,Ocean Valley Lane,San Diego,San Diego County,California,United States,92130,"4445 Ocean Valley Ln, San Diego, CA 92130, USA",-117.22,32.95,Carmel Valley,2430,,,,,,,,,,,,,,,,,,
3080,Guilitoy Avenue,San Diego,San Diego County,California,United States,92117,"3080 Guilitoy Ave, San Diego, CA 92117, USA",-117.22,32.83,Clairemont,2538,,,,,,,,,,,,,,,,,,
3003,Driscoll Drive,San Diego,San Diego County,California,United States,92117,"3003 Driscoll Dr, San Diego, CA 92117, USA",-117.22,32.82,Clairemont,4317,,,,,,,,,,,,,,,,,,
5186,Providence Road,San Diego,San Diego County,California,United States,92117,"5186 Providence Rd, San Diego, CA 92117, USA",-117.2,32.84,Clairemont,1944,,,,,,,,,,,,,,,,,,
5181,Argonne Court,San Diego,San Diego County,California,United States,92117,"5181 Argonne Ct, San Diego, CA 92117, USA",-117.21,32.84,Clairemont,1054,,,,,,,,,,,,,,,,,,
4244,Willamette Avenue,San Diego,San Diego County,California,United States,92117,"4244 Willamette Ave, San Diego, CA 92117, USA",-117.2,32.83,Clairemont,2803,,,,,,,,,,,,,,,,,,
4743,Otomi Avenue,San Diego,San Diego County,California,United States,92117,"4743 Otomi Ave, San Diego, CA 92117, USA",-117.21,32.83,Clairemont,2641,,,,,,,,,,,,,,,,,,
3907,Kenosha Avenue,San Diego,San Diego County,California,United States,92117,"3907 Kenosha Ave, San Diego, CA 92117, USA",-117.21,32.81,Clairemont,5305,,,,,,,,,,,,,,,,,,
4235,Quapaw Avenue,San Diego,San Diego County,California,United States,92117,"4235 Quapaw Ave, San Diego, CA 92117, USA",-117.21,32.82,Clairemont,4526,,,,,,,,,,,,,,,,,,
4171,Donald Court,San Diego,San Diego County,California,United States,92117,"4171 Donald Ct, San Diego, CA 92117, USA",-117.2,32.82,Clairemont,3818,,,,,,,,,,,,,,,,,,
4326,Mount Foster Avenue,San Diego,San Diego County,California,United States,92117,"4326 Mt Foster Ave, San Diego, CA 92117, USA",-117.19,32.82,Clairemont,4861,,,,,,,,,,,,,,,,,,
5126,Winthrop Street,San Diego,San Diego County,California,United States,92117,"5126 Winthrop St, San Diego, CA 92117, USA",-117.18,32.84,Clairemont,1421,,,,,,,,,,,,,,,,,,
5165,Baxter Street,San Diego,San Diego County,California,United States,92117,"5165 Baxter St, San Diego, CA 92117, USA",-117.19,32.84,Clairemont,1302,,,,,,,,,,,,,,,,,,
4720,Andalusia Avenue,San Diego,San Diego County,California,United States,92117,"4720 Andalusia Ave, San Diego, CA 92117, USA",-117.18,32.83,Clairemont,3118,,,,,,,,,,,,,,,,,,
4644,Chateau Drive,San Diego,San Diego County,California,United States,92117,"4644 Chateau Dr, San Diego, CA 92117, USA",-117.19,32.83,Clairemont,3002,,,,,,,,,,,,,,,,,,
4736,Lana Lane,San Diego,San Diego County,California,United States,92117,"4736 Lana Ln, San Diego, CA 92117, USA",-117.17,32.83,Clairemont,3338,,,,,,,,,,,,,,,,,,
4133,Mount Albertine Avenue,San Diego,San Diego County,California,United States,92111,"4133 Mt Albertine Ave, San Diego, CA 92111, USA",-117.17,32.82,Clairemont,,,,,,,,,,,,,,,,,,,
4281,Kirkcaldy Drive,San Diego,San Diego County,California,United States,92111,"4281 Kirkcaldy Dr, San Diego, CA 92111, USA",-117.16,32.82,Kearny Mesa,3631,,,,,,,,,,,,,,,,,,
6845,Lanewood Court,San Diego,San Diego County,California,United States,92111,"6845 Lanewood Ct, San Diego, CA 92111, USA",-117.17,32.81,Clairemont,4739,,,,,,,,,,,,,,,,,,
3755,Mount Abbey Avenue,San Diego,San Diego County,California,United States,92111,"3755 Mt Abbey Ave, San Diego, CA 92111, USA",-117.18,32.81,Clairemont,4005,,,,,,,,,,,,,,,,,,
3650,Ashford Street,San Diego,San Diego County,California,United States,92111,"3650 Ashford St, San Diego, CA 92111, USA",-117.16,32.81,Clairemont,4313,,,,,,,,,,,,,,,,,,
1954,Komet Way,San Diego,San Diego County,California,United States,92111,"1954 Komet Way, San Diego, CA 92111, USA",-117.16,32.8,Linda Vista,,,,,,,,,,,,,,,,,,,
8705,Complex Drive,San Diego,San Diego County,California,United States,92123,"8705 Complex Dr, San Diego, CA 92123, USA",-117.14,32.83,Kearny Mesa,1401,,,,,,,,,,,,,,,,,,
,,San Diego,San Diego County,California,United States,,"Balboa Av & Shopping Center Drwy, San Diego, CA, USA",-117.18,32.82,Clairemont,,Balboa Av & Shopping Center Drwy,,,,,,,,,,,,,,,,,
4883,Mount Ararat Drive,San Diego,San Diego County,California,United States,92111,"4883 Mt Ararat Dr, San Diego, CA 92111, USA",-117.19,32.81,Clairemont,3836,,,,,,,,,,,,,,,,,,
3142,Mount Acmar Court,San Diego,San Diego County,California,United States,92111,"3142 Mt Acmar Ct, San Diego, CA 92111, USA",-117.18,32.8,Clairemont,4623,,,,,,,,,,,,,,,,,,
2555,Inman Court,San Diego,San Diego County,California,United States,92111,"2555 Inman Ct, San Diego, CA 92111, USA",-117.18,32.79,Linda Vista,5905,,,,,,,,,,,,,,,,,,
6957,Fulton Street,San Diego,San Diego County,California,United States,92111,"6957 Fulton St, San Diego, CA 92111, USA",-117.17,32.79,Linda Vista,6006,,,,,,,,,,,,,,,,,,
3170,Armstrong Street,San Diego,San Diego County,California,United States,92111,"Kearny Mesa Leash-Free Dog Park, 3170 Armstrong St, San Diego, CA 92111, USA",-117.17,32.8,Linda Vista,,,Kearny Mesa Leash-Free Dog Park,,,,,,,,,,,,,,,,
3101,Berger Avenue,San Diego,San Diego County,California,United States,92123,"3101 Berger Ave, San Diego, CA 92123, USA",-117.15,32.8,Birdland,,,,,,,,,,,,,,,,,,,
7480,Mission Valley Road,San Diego,San Diego County,California,United States,92108,"7480 Mission Valley Rd, San Diego, CA 92108, USA",-117.16,32.78,Mission Valley,4433,,,,,,,,,,,,,,,,,,
2585,Judson Street,San Diego,San Diego County,California,United States,92111,"2585 Judson St, San Diego, CA 92111, USA",-117.16,32.79,Linda Vista,6111,,,,,,,,,,,,,,,,,,
1945,Coolidge Street,San Diego,San Diego County,California,United States,92111,"1945 Coolidge St, San Diego, CA 92111, USA",-117.17,32.78,Linda Vista,7013,,,,,,,,,,,,,,,,,,
7020,Friars Road,San Diego,San Diego County,California,United States,92108,"7020 Friars Rd, San Diego, CA 92108, USA",-117.17,32.77,Linda Vista,1126,,,,,,,,,,,,,,,,,,
6401,Linda Vista Road,San Diego,San Diego County,California,United States,92111,"6401 Linda Vista Rd, San Diego, CA 92111, USA",-117.18,32.77,Linda Vista,7319,,,,,,,,,,,,,,,,,,
2090,Via Las Cumbres,San Diego,San Diego County,California,United States,92111,"2090 Via Las Cumbres, San Diego, CA 92111, USA",-117.18,32.78,Linda Vista,6813,,,,,,,,,,,,,,,,,,
3241,Fontana Avenue,San Diego,San Diego County,California,United States,92117,"3241 Fontana Ave, San Diego, CA 92117, USA",-117.2,32.8,Clairemont,6239,,,,,,,,,,,,,,,,,,
2653,Galveston Street,San Diego,San Diego County,California,United States,92110,"2653 Galveston St, San Diego, CA 92110, USA",-117.2,32.79,Clairemont,2310,,,,,,,,,,,,,,,,,,
5301,Via Bello,San Diego,San Diego County,California,United States,92111,"5301 Via Bello, San Diego, CA 92111, USA",-117.19,32.8,Clairemont,4515,,,,,,,,,,,,,,,,,,
2657,Cowley Way,San Diego,San Diego County,California,United States,92110,"2657 Cowley Way, San Diego, CA 92110, USA",-117.19,32.79,Clairemont,1002,,,,,,,,,,,,,,,,,,
2121,February Court,San Diego,San Diego County,California,United States,92110,"2121 February Ct, San Diego, CA 92110, USA",-117.19,32.78,Clairemont,1208,,,,,,,,,,,,,,,,,,
1940,Illion Street,San Diego,San Diego County,California,United States,92110,"1940 Illion St, San Diego, CA 92110, USA",-117.2,32.78,Clairemont,,,,,,,,,,,,,,,,,,,
5757,Josephine Street,San Diego,San Diego County,California,United States,92110,"5757 Josephine St, San Diego, CA 92110, USA",-117.19,32.77,Morena,1602,,,,,,,,,,,,,,,,,,
5045,Savannah Street,San Diego,San Diego County,California,United States,92110,"5045 Savannah St, San Diego, CA 92110, USA",-117.2,32.77,Morena,3827,,,,,,,,,,,,,,,,,,
8116,Aero Drive,San Diego,San Diego County,California,United States,92123,"8116 Aero Dr, San Diego, CA 92123, USA",-117.15,32.81,Kearny Mesa,1715,,,,,,,,,,,,,,,,,,
3054,Cabrillo Mesa Drive,San Diego,San Diego County,California,United States,92123,"3054 Cabrillo Mesa Dr, San Diego, CA 92123, USA",-117.14,32.8,Serra Mesa,2904,,,,,,,,,,,,,,,,,,
2441,Root Street,San Diego,San Diego County,California,United States,92123,"2441 Root St, San Diego, CA 92123, USA",-117.14,32.79,Serra Mesa,,,,,,,,,,,,,,,,,,,
8333,Distinctive Drive,San Diego,San Diego County,California,United States,92108,"8333 Distinctive Dr, San Diego, CA 92108, USA",-117.15,32.78,Serra Mesa,,,,,,,,,,,,,,,,,,,
9177B,Aero Drive,San Diego,San Diego County,California,United States,92123,"9177B Aero Dr, San Diego, CA 92123, USA",-117.13,32.81,Serra Mesa,,,,,,,,,,,,,,,,,,,
3712,John J Montgomery Drive,San Diego,San Diego County,California,United States,92123,"3712 John J Montgomery Dr, San Diego, CA 92123, USA",-117.14,32.81,Kearny Mesa,,,,,,,,,,,,,,,,,,,
3110,Admiral Avenue,San Diego,San Diego County,California,United States,92123,"3110 Admiral Ave, San Diego, CA 92123, USA",-117.13,32.8,Serra Mesa,3106,,,,,,,,,,,,,,,,,,
2918,West Canyon Avenue,San Diego,San Diego County,California,United States,92123,"2918 W Canyon Ave, San Diego, CA 92123, USA",-117.12,32.8,Serra Mesa,4650,,,,,,,,,,,,,,,,,,
2430,Bartel Street,San Diego,San Diego County,California,United States,92123,"2430 Bartel St, San Diego, CA 92123, USA",-117.13,32.79,Serra Mesa,3520,,,,,,,,,,,,,,,,,,
9449,Friars Road,San Diego,San Diego County,California,United States,92108,"SDCCU Stadium, 9449 Friars Rd, San Diego, CA 92108, USA",-117.12,32.78,Mission Valley,,,,,,,,,,,,,,,SDCCU Stadium,,,,
,,San Diego,San Diego County,California,United States,92108,"Camino De La Reina & Park In The Valley Drwy, San Diego, CA 92108, USA",-117.15,32.77,Mission Valley,,Camino De La Reina & Park In The Valley Drwy,,,,,,,,,,,,,,,,,
,,San Diego,San Diego County,California,United States,,"Grantville, San Diego, CA, USA",-117.09,32.81,Grantville,,,,,,,,,,,,,,,,,,,
10166,Obrien Place,San Diego,San Diego County,California,United States,92124,"10166 Obrien Pl, San Diego, CA 92124, USA",-117.11,32.82,,2922,,,,,,,,,,,,,,,,,,
3584,Kelsey Street,San Diego,San Diego County,California,United States,92124,"3584 Kelsey St, San Diego, CA 92124, USA",-117.11,32.81,,,,,,,,,,,,,,,,,,,,
10146,Truett Lane,San Diego,San Diego County,California,United States,92124,"10146 Truett Ln, San Diego, CA 92124, USA",-117.11,32.8,,3668,,,,,,,,,,,,,,,,,,
6,Old Cliffs Road,San Diego,San Diego County,California,United States,92120,"6 Old Cliffs Rd, San Diego, CA 92120, USA",-117.09,32.8,Allied Gardens,,,,,,,,,,,,,,,,,,,
,San Clemente Canyon Freeway,San Diego,San Diego County,California,United States,92124,"CA-52, San Diego, CA 92124, USA",-117.11,32.84,,,,,,,,,,,,,,,,,,,,
5468,Bengal Court,San Diego,San Diego County,California,United States,92124,"5468 Bengal Ct, San Diego, CA 92124, USA",-117.1,32.83,Tierrasanta,1902,,,,,,,,,,,,,,,,,,
11220,Clairemont Mesa Boulevard,San Diego,San Diego County,California,United States,92124,"11220 Clairemont Mesa Blvd, San Diego, CA 92124, USA",-117.09,32.83,Tierrasanta,1524,,,,,,,,,,,,,,,,,,
11709,Calamar Drive,San Diego,San Diego County,California,United States,92124,"11709 Calamar Dr, San Diego, CA 92124, USA",-117.08,32.82,Tierrasanta,2831,,,,,,,,,,,,,,,,,,
4848,Ocana Place,San Diego,San Diego County,California,United States,92124,"4848 Ocana Pl, San Diego, CA 92124, USA",-117.08,32.83,Tierrasanta,2443,,,,,,,,,,,,,,,,,,
,Mission Gorge Road,San Diego,San Diego County,California,United States,92119,"Mission Gorge Rd, San Diego, CA 92119, USA",-117.04,32.83,,,,,,,,,,,,,,,,,,,,
10365,Barrywood Way,San Diego,San Diego County,California,United States,92131,"10365 Barrywood Way, San Diego, CA 92131, USA",-117.07,32.91,Scripps Ranch,2214,,,,,,,,,,,,,,,,,,
,Spring Canyon Road,San Diego,San Diego County,California,United States,92131,"Spring Canyon Rd, San Diego, CA 92131, USA",-117.04,32.9,Scripps Ranch,,,,,,,,,,,,,,,,,,,
5223,Lewison Place,San Diego,San Diego County,California,United States,92120,"5223 Lewison Pl, San Diego, CA 92120, USA",-117.08,32.8,Allied Gardens,1249,,,,,,,,,,,,,,,,,,
6412,Clara Lee Avenue,San Diego,San Diego County,California,United States,92120,"6412 Clara Lee Ave, San Diego, CA 92120, USA",-117.09,32.79,Allied Gardens,2614,,,,,,,,,,,,,,,,,,
6435,Reflection Drive,San Diego,San Diego County,California,United States,92124,"6435 Reflection Dr, San Diego, CA 92124, USA",-117.11,32.79,Grantville,3132,,,,,,,,,,,,,,,,,,
,,San Diego,San Diego County,California,United States,92108,"Camino Del Rio North & Ward Rd, San Diego, CA 92108, USA",-117.11,32.78,Grantville,,Camino Del Rio North & Ward Rd,,,,,,,,,,,,,,,,,
5697,Yerba Anita Drive,San Diego,San Diego County,California,United States,92115,"5697 Yerba Anita Dr, San Diego, CA 92115, USA",-117.09,32.78,College West,,,,,,,,,,,,,,,,,,,
5544,Gala Avenue,San Diego,San Diego County,California,United States,92120,"5544 Gala Ave, San Diego, CA 92120, USA",-117.07,32.8,Allied Gardens,1808,,,,,,,,,,,,,,,,,,
5838,Eldergardens Street,San Diego,San Diego County,California,United States,92120,"5838 Eldergardens St, San Diego, CA 92120, USA",-117.07,32.79,Del Cerro,3728,,,,,,,,,,,,,,,,,,
7876,Mission Vista Drive,San Diego,San Diego County,California,United States,92120,"7876 Mission Vista Dr, San Diego, CA 92120, USA",-117.07,32.81,San Carlos,1564,,,,,,,,,,,,,,,,,,
8331,High Winds Way,San Diego,San Diego County,California,United States,92120,"8331 High Winds Way, San Diego, CA 92120, USA",-117.06,32.81,San Carlos,1720,,,,,,,,,,,,,,,,,,
6803,Tuxedo Road,San Diego,San Diego County,California,United States,92119,"6803 Tuxedo Rd, San Diego, CA 92119, USA",-117.05,32.81,San Carlos,1540,,,,,,,,,,,,,,,,,,
6976,Park Ridge Boulevard,San Diego,San Diego County,California,United States,92120,"6976 Park Ridge Blvd, San Diego, CA 92120, USA",-117.05,32.8,San Carlos,3244,,,,,,,,,,,,,,,,,,
6288,Camino Largo,San Diego,San Diego County,California,United States,92120,"6288 Camino Largo, San Diego, CA 92120, USA",-117.06,32.8,San Carlos,3116,,,,,,,,,,,,,,,,,,
5483,Adobe Falls Road,San Diego,San Diego County,California,United States,92120,"5483 Adobe Falls Rd, San Diego, CA 92120, USA",-117.08,32.78,Del Cerro,,,,,,,,,,,,,,,,,,,
,Lake Murray Bike Path,San Diego,San Diego County,California,United States,92119,"Lake Murray Bike Path, San Diego, CA 92119, USA",-117.04,32.79,San Carlos,,,,,,,,,,,,,,,,,,,
6744,Lema Way,San Diego,San Diego County,California,United States,92119,"6744 Lema Way, San Diego, CA 92119, USA",-117.04,32.8,San Carlos,2434,,,,,,,,,,,,,,,,,,
6351,Rancho Park Drive,San Diego,San Diego County,California,United States,92120,"6351 Rancho Park Dr, San Diego, CA 92120, USA",-117.06,32.79,Del Cerro,3844,,,,,,,,,,,,,,,,,,
5627,Del Cerro Avenue,San Diego,San Diego County,California,United States,92120,"5627 Del Cerro Ave, San Diego, CA 92120, USA",-117.06,32.78,Del Cerro,4708,,,,,,,,,,,,,,,,,,
8201,Beaver Lake Drive,San Diego,San Diego County,California,United States,92119,"8201 Beaver Lake Dr, San Diego, CA 92119, USA",-117.02,32.8,San Carlos,2603,,,,,,,,,,,,,,,,,,
6160,Avenorra Drive,La Mesa,San Diego County,California,United States,91942,"6160 Avenorra Dr, La Mesa, CA 91942, USA",-117.03,32.79,,2229,,,,,,,,,,,,,,,,,,
7728,Lake Tahoe Avenue,San Diego,San Diego County,California,United States,92119,"7728 Lake Tahoe Ave, San Diego, CA 92119, USA",-117.03,32.8,San Carlos,2530,,,,,,,,,,,,,,,,,,
8756,Lake Ashmere Drive,San Diego,San Diego County,California,United States,92119,"8756 Lake Ashmere Dr, San Diego, CA 92119, USA",-117.01,32.8,San Carlos,2822,,,,,,,,,,,,,,,,,,
8725,Crockett Street,La Mesa,San Diego County,California,United States,91942,"8725 Crockett St, La Mesa, CA 91942, USA",-117.01,32.79,,3226,,,,,,,,,,,,,,,,,,
8757,Robles Way,San Diego,San Diego County,California,United States,92119,"8757 Robles Way, San Diego, CA 92119, USA",-117.01,32.81,San Carlos,2125,,,,,,,,,,,,,,,,,,
6966,Cowles Mountain Boulevard,San Diego,San Diego County,California,United States,92119,"6966 Cowles Mountain Blvd, San Diego, CA 92119, USA",-117.02,32.81,San Carlos,1342,,,,,,,,,,,,,,,,,,
,Pyles Peak Summit Trail,San Diego,San Diego County,California,United States,92119,"Pyles Peak Summit Trail, San Diego, CA 92119, USA",-117.03,32.82,San Carlos,,,,,,,,,,,,,,,,,,,
7199,Crowley Court,San Diego,San Diego County,California,United States,92119,"7199 Crowley Ct, San Diego, CA 92119, USA",-117.04,32.81,San Carlos,1601,,,,,,,,,,,,,,,,,,
,Oak Grove Loop,San Diego,San Diego County,California,United States,92119,"Oak Grove Loop, San Diego, CA 92119, USA",-117.05,32.82,San Carlos,,,,,,,,,,,,,,,,,,,
3911,Date Court,Chula Vista,San Diego County,California,United States,91911,"3911 Date Ct, Chula Vista, CA 91911, USA",-117.05,32.59,,6250,,,,,,,,,,,,,,,,,,
3497,Main Street,Chula Vista,San Diego County,California,United States,91911,"3497 Main St, Chula Vista, CA 91911, USA",-117.06,32.59,,5828,,,,,,,,,,,,,,,,,,
919,Piccard Avenue,San Diego,San Diego County,California,United States,92154,"919 Piccard Ave, San Diego, CA 92154, USA",-117.05,32.58,Otay Mesa West,2542,,,,,,,,,,,,,,,,,,
814,Picador Boulevard,San Diego,San Diego County,California,United States,92154,"814 Picador Blvd, San Diego, CA 92154, USA",-117.06,32.58,Otay Mesa West,2363,,,,,,,,,,,,,,,,,,
3486,Clavelita Street,San Diego,San Diego County,California,United States,92154,"3486 Clavelita St, San Diego, CA 92154, USA",-117.06,32.57,Otay Mesa West,3665,,,,,,,,,,,,,,,,,,
903,Firethorn Street,San Diego,San Diego County,California,United States,92154,"903 Firethorn St, San Diego, CA 92154, USA",-117.04,32.58,Otay Mesa West,2638,,,,,,,,,,,,,,,,,,
1512,Kenalan Drive,San Diego,San Diego County,California,United States,92154,"1512 Kenalan Dr, San Diego, CA 92154, USA",-117.05,32.57,Otay Mesa West,3735,,,,,,,,,,,,,,,,,,
318,West Foothill Road,San Diego,San Diego County,California,United States,92173,"318 W Foothill Rd, San Ysidro, CA 92173, USA",-117.05,32.56,San Ysidro,,,,,,,,,,,,,,,,,,,
7951,Airway Road,San Diego,San Diego County,California,United States,92154,"7951 Airway Rd, San Diego, CA 92154, USA",-116.97,32.56,,8310,,,,,,,,,,,Otay Mesa,,,,,,,
320,Bolton Hall Road,San Diego,San Diego County,California,United States,92173,"320 Bolton Hall Rd, San Ysidro, CA 92173, USA",-117.04,32.55,San Ysidro,2711,,,,,,,,,,,,,,,,,,
1993,Via Encantadoras,San Diego,San Diego County,California,United States,92173,"1993 Via Encantadoras, San Ysidro, CA 92173, USA",-117.06,32.56,San Ysidro,1839,,,,,,,,,,,,,,,,,,
2415,Dairy Mart Road,San Diego,San Diego County,California,United States,92154,"2415 Dairy Mart Rd, San Diego, CA 92154, USA",-117.06,32.55,Tijuana River Valley,,,,,,,,,,,,,,,,,,,
233,Avenida Constitución,Tijuana,,Baja California,Mexico,,"Av Constitución 233, Zona Nte., Tijuana, B.C., Mexico",-117.04,32.54,,,,,,,,,,,,,Zona Norte,,,,,,,
,Bayshore Bikeway (Silver Strand Bikeway),Imperial Beach,San Diego County,California,United States,91932,"Bayshore Bikeway (Silver Strand Bikeway), Imperial Beach, CA 91932, USA",-117.1,32.59,Egger Highlands,,,,,,,,,,,,,,,,,,,
923,Harwood Street,San Diego,San Diego County,California,United States,92154,"923 Harwood St, San Diego, CA 92154, USA",-117.1,32.58,Egger Highlands,1952,,,,,,,,,,,,,,,,,,
1563,Ionian Street,San Diego,San Diego County,California,United States,92154,"1563 Ionian St, San Diego, CA 92154, USA",-117.1,32.57,Egger Highlands,2728,,,,,,,,,,,,,,,,,,
1666,Sunset Avenue,San Diego,San Diego County,California,United States,92154,"1666 Sunset Ave, San Diego, CA 92154, USA",-117.1,32.56,Egger Highlands,4160,,,,,,,,,,,,,,,,,,
2950,Iris Avenue,San Diego,San Diego County,California,United States,92154,"2950 Iris Ave, San Diego, CA 92154, USA",-117.07,32.57,Otay Mesa West,,,,,,,,,,,,,,,,,,,
1494,Oro Vista Road,San Diego,San Diego County,California,United States,92154,"1494 Oro Vista Rd, San Diego, CA 92154, USA",-117.08,32.57,Nestor,4074,,,,,,,,,,,,,,,,,,
2911,Wardlow Avenue,San Diego,San Diego County,California,United States,92154,"2911 Wardlow Ave, San Diego, CA 92154, USA",-117.07,32.56,Nestor,4248,,,,,,,,,,,,,,,,,,
411,Hollister Street,San Diego,San Diego County,California,United States,92154,"411 Hollister St, San Diego, CA 92154, USA",-117.08,32.59,Palm City,,,,,,,,,,,,,,,,,,,
2485,Elm Avenue,San Diego,San Diego County,California,United States,92154,"2485 Elm Ave, San Diego, CA 92154, USA",-117.08,32.58,Palm City,1469,,,,,,,,,,,,,,,,,,
989,Madden Avenue,San Diego,San Diego County,California,United States,92154,"989 Madden Ave, San Diego, CA 92154, USA",-117.07,32.58,Palm City,2139,,,,,,,,,,,,,,,,,,
915,Raedel Drive,San Diego,San Diego County,California,United States,92154,"915 Raedel Dr, San Diego, CA 92154, USA",-117.09,32.58,Nestor,2015,,,,,,,,,,,,,,,,,,
2003,Ilex Avenue,San Diego,San Diego County,California,United States,92154,"2003 Ilex Ave, San Diego, CA 92154, USA",-117.09,32.57,Nestor,,,,,,,,,,,,,,,,,,,
2002,Sunset Avenue,San Diego,San Diego County,California,United States,92154,"2002 Sunset Ave, San Diego, CA 92154, USA",-117.09,32.56,Nestor,4131,,,,,,,,,,,,,,,,,,
2601,Hollister Street,San Diego,San Diego County,California,United States,92154,"2601 Hollister St, San Diego, CA 92154, USA",-117.09,32.55,Tijuana River Valley,,,,,,,,,,,,,,,,,,,
601,Elm Avenue,Imperial Beach,San Diego County,California,United States,91932,"601 Elm Ave, Imperial Beach, CA 91932, USA",-117.12,32.58,,,,,,,,,,,,,,,,,,,,
1450,East Lane,Imperial Beach,San Diego County,California,United States,91932,"1450 East Ln, Imperial Beach, CA 91932, USA",-117.12,32.57,,3234,,,,,,,,,,,,,,,,,,
177,Elm Avenue,Imperial Beach,San Diego County,California,United States,91932,"177 Elm Ave, Imperial Beach, CA 91932, USA",-117.13,32.58,,1861,,,,,,,,,,,,,,,,,,
,Boundary Road,Imperial Beach,San Diego County,California,United States,91932,"Boundary Rd, Imperial Beach, CA 91932, USA",-117.12,32.56,,,,,,,,,,,,,,,,,,,,
938,Florida Street,Imperial Beach,San Diego County,California,United States,91932,"938 Florida St, Imperial Beach, CA 91932, USA",-117.11,32.58,,2214,,,,,,,,,,,,,,,,,,
1103,Hemlock Avenue,Imperial Beach,San Diego County,California,United States,91932,"1103 Hemlock Ave, Imperial Beach, CA 91932, USA",-117.11,32.57,,3520,,,,,,,,,,,,,,,,,,
